action,spot,forward,a,b,rho,rho_negative,m,m_negative,sigma,risk_free_rate,strike,is_up,quantity
update_basis,66323171260000,66319466350000,,,,,,,,,,,
update_svi,,,690000,37510000,218770000,true,16370000,false,67910000,35000000,,,
mint,,,,,,,,,,,63812370141102,false,304037523258
update_basis,66153474020000,66179361190000,,,,,,,,,,,
update_svi,,,850000,37290000,197960000,true,21020000,false,64050000,35000000,,,
mint,,,,,,,,,,,64927792488588,false,508691027968
update_basis,66182307390000,66179361190000,,,,,,,,,,,
update_svi,,,830000,36180000,195270000,true,21130000,false,65740000,35000000,,,
mint,,,,,,,,,,,74482017332785,true,3252766694901
update_basis,66258329480000,66246396080000,,,,,,,,,,,
update_svi,,,830000,36390000,198830000,true,21050000,false,66310000,35000000,,,
mint,,,,,,,,,,,67256197084650,false,184234388074
update_basis,66291551380000,66282631430000,,,,,,,,,,,
update_svi,,,770000,36520000,207710000,true,19280000,false,68300000,35000000,,,
mint,,,,,,,,,,,72767230843325,true,725278156273
update_basis,66324475860000,66306143000000,,,,,,,,,,,
update_svi,,,700000,37110000,226550000,true,17040000,false,69960000,35000000,,,
mint,,,,,,,,,,,61678122302895,false,102918056388
update_basis,66288961110000,66269887460000,,,,,,,,,,,
update_svi,,,730000,37620000,202740000,true,16840000,false,68190000,35000000,,,
mint,,,,,,,,,,,73474530049237,false,78458548680
update_basis,66099872800000,66091430380000,,,,,,,,,,,
update_svi,,,710000,37180000,220980000,true,17250000,false,69470000,35000000,,,
mint,,,,,,,,,,,65833057696670,false,317682118263
update_basis,66152756210000,66137480390000,,,,,,,,,,,
update_svi,,,850000,37030000,185770000,true,20490000,false,66370000,35000000,,,
mint,,,,,,,,,,,54922156319160,false,4691810274103
update_basis,66200368720000,66190848530000,,,,,,,,,,,
update_svi,,,940000,37090000,168340000,true,22660000,false,62790000,35000000,,,
mint,,,,,,,,,,,72183927583085,false,196891856131
update_basis,66077596140000,66070258340000,,,,,,,,,,,
update_svi,,,920000,36160000,175310000,true,23480000,false,65320000,35000000,,,
mint,,,,,,,,,,,64668388798260,true,60809428711
update_basis,66086995620000,66206376370000,,,,,,,,,,,
update_svi,,,1020000,36250000,157380000,true,25700000,false,60410000,35000000,,,
mint,,,,,,,,,,,73057495667750,true,1030624204976
update_basis,66305016620000,66292703000000,,,,,,,,,,,
update_svi,,,790000,36710000,197290000,true,19600000,false,65710000,35000000,,,
mint,,,,,,,,,,,57898781103589,true,81570081733
update_basis,66361129570000,66351822010000,,,,,,,,,,,
update_svi,,,790000,37110000,194080000,true,18840000,false,65910000,35000000,,,
mint,,,,,,,,,,,71215446923045,true,1535447477041
update_basis,66267935380000,66255112960000,,,,,,,,,,,
update_svi,,,850000,36960000,179390000,true,20480000,false,64080000,35000000,,,
mint,,,,,,,,,,,59960849955445,true,115604974228
update_basis,66352727450000,66343431200000,,,,,,,,,,,
update_svi,,,800000,36750000,194980000,true,19520000,false,65380000,35000000,,,
mint,,,,,,,,,,,61860285096379,false,652725706545
update_basis,66389761840000,66385188490000,,,,,,,,,,,
update_svi,,,880000,36810000,178350000,true,21610000,false,62080000,35000000,,,
mint,,,,,,,,,,,63724019008911,false,495945826873
update_basis,66353912290000,66337473740000,,,,,,,,,,,
update_svi,,,700000,37850000,208480000,true,15770000,false,67040000,35000000,,,
mint,,,,,,,,,,,67616047791766,false,199256648409
update_basis,66239009250000,66225942630000,,,,,,,,,,,
update_svi,,,810000,37820000,184480000,true,18580000,false,63630000,35000000,,,
mint,,,,,,,,,,,72041159508141,false,162451483434
update_basis,66147795150000,66129503980000,,,,,,,,,,,
update_svi,,,1060000,37180000,131680000,true,24880000,false,57280000,35000000,,,
mint,,,,,,,,,,,54506668787311,true,157322919319
update_basis,66134584650000,66122968750000,,,,,,,,,,,
update_svi,,,1040000,36930000,138010000,true,24590000,false,58820000,35000000,,,
mint,,,,,,,,,,,58782003522215,true,124119175497
update_basis,65994300510000,65987649860000,,,,,,,,,,,
update_svi,,,1110000,36770000,123160000,true,26410000,false,56600000,35000000,,,
mint,,,,,,,,,,,62848504228163,false,399256106251
update_basis,65994300510000,65987649860000,,,,,,,,,,,
update_svi,,,1110000,36770000,123160000,true,26410000,false,56600000,35000000,,,
mint,,,,,,,,,,,66935762690094,true,493928632994
update_basis,66012060700000,66001647250000,,,,,,,,,,,
update_svi,,,1000000,36680000,145330000,true,23970000,false,61390000,35000000,,,
mint,,,,,,,,,,,57037850750294,false,2774766199175
update_basis,66001439090000,66000081200000,,,,,,,,,,,
update_svi,,,970000,36670000,149080000,true,23270000,false,62960000,35000000,,,
mint,,,,,,,,,,,68288752470278,false,17223847077
update_basis,65975386250000,65970704200000,,,,,,,,,,,
update_svi,,,1110000,36460000,128070000,true,26960000,false,57460000,35000000,,,
mint,,,,,,,,,,,61691095110579,true,221051589868
update_basis,65888227470000,65884079900000,,,,,,,,,,,
update_svi,,,1090000,36960000,132830000,true,26030000,false,58410000,35000000,,,
mint,,,,,,,,,,,61068360003700,true,201158770039
update_basis,65840263840000,65837211580000,,,,,,,,,,,
update_svi,,,1130000,37080000,125420000,true,26760000,false,54780000,35000000,,,
mint,,,,,,,,,,,70414792789771,true,1571751264026
update_basis,65835208590000,65832963790000,,,,,,,,,,,
update_svi,,,1120000,37110000,125470000,true,26340000,false,55280000,35000000,,,
mint,,,,,,,,,,,65218229217800,true,51871421056
update_basis,66047588480000,66061158800000,,,,,,,,,,,
update_svi,,,1050000,36720000,133340000,true,24950000,false,57210000,35000000,,,
mint,,,,,,,,,,,72682187844445,false,161327283128
update_basis,65802989420000,65800485090000,,,,,,,,,,,
update_svi,,,1140000,36900000,120960000,true,27180000,false,55730000,35000000,,,
mint,,,,,,,,,,,70744226371840,true,957527967082
update_basis,65851569030000,65873651300000,,,,,,,,,,,
update_svi,,,1010000,37180000,137490000,true,23610000,false,59480000,35000000,,,
mint,,,,,,,,,,,70405794284885,false,18534413649
update_basis,65584156110000,65592534160000,,,,,,,,,,,
update_svi,,,1200000,36310000,106910000,true,28880000,false,54740000,35000000,,,
mint,,,,,,,,,,,68526497936722,true,902000192085
update_basis,65584156110000,65592534160000,,,,,,,,,,,
update_svi,,,1200000,36310000,106910000,true,28880000,false,54740000,35000000,,,
mint,,,,,,,,,,,69906982137219,true,252288178042
update_basis,65422381170000,65423610140000,,,,,,,,,,,
update_svi,,,1430000,36220000,67220000,true,33730000,false,50470000,35000000,,,
mint,,,,,,,,,,,56296194265402,false,384966486135
update_basis,65422381170000,65423610140000,,,,,,,,,,,
update_svi,,,1430000,36220000,67220000,true,33730000,false,50470000,35000000,,,
mint,,,,,,,,,,,60797567595934,false,399283493576
update_basis,65440243370000,65399160970000,,,,,,,,,,,
update_svi,,,1400000,36140000,72860000,true,33390000,false,51610000,35000000,,,
mint,,,,,,,,,,,57377708997072,false,133782559636
update_basis,65400873000000,65399160970000,,,,,,,,,,,
update_svi,,,1350000,36250000,83480000,true,32160000,false,54280000,35000000,,,
mint,,,,,,,,,,,56499606572172,true,46096261874
update_basis,65478522060000,65477004630000,,,,,,,,,,,
update_svi,,,1260000,36710000,94210000,true,29530000,false,54210000,35000000,,,
mint,,,,,,,,,,,61896580304523,true,56033272578
update_basis,69752029610000,69757598380000,,,,,,,,,,,
update_svi,,,520000,36790000,296020000,true,2720000,false,66220000,35000000,,,
mint,,,,,,,,,,,76304276329893,false,107336522014
update_basis,65478522060000,65458389450000,,,,,,,,,,,
update_svi,,,1260000,36710000,94210000,true,29530000,false,54210000,35000000,,,
mint,,,,,,,,,,,55452700500192,false,3950068097730
update_basis,65587066360000,65594362640000,,,,,,,,,,,
update_svi,,,1220000,36390000,106400000,true,28920000,false,55130000,35000000,,,
mint,,,,,,,,,,,72902126104884,false,22730021436
update_basis,66264697380000,66260791930000,,,,,,,,,,,
update_svi,,,840000,35910000,258190000,true,9020000,false,66170000,35000000,,,
mint,,,,,,,,,,,73949095549918,true,3283776844695
update_basis,66370699780000,66610896570000,,,,,,,,,,,
update_svi,,,480000,38270000,227140000,true,8830000,false,70830000,35000000,,,
mint,,,,,,,,,,,74513442707211,false,25022478480
update_basis,66612096880000,66610896570000,,,,,,,,,,,
update_svi,,,380000,39070000,250270000,true,5610000,false,72930000,35000000,,,
mint,,,,,,,,,,,66259272165933,false,233257322203
update_basis,69638629710000,69628601310000,,,,,,,,,,,
update_svi,,,670000,34890000,302460000,true,1280000,true,69310000,35000000,,,
mint,,,,,,,,,,,72685770878774,false,36570023724
update_basis,66986654460000,66992363310000,,,,,,,,,,,
update_svi,,,650000,37110000,199670000,true,14380000,false,64280000,35000000,,,
mint,,,,,,,,,,,72577745798264,true,871045238154
update_basis,67176375940000,67164808240000,,,,,,,,,,,
update_svi,,,410000,38510000,252510000,true,7010000,false,67070000,35000000,,,
mint,,,,,,,,,,,72674945145372,true,324830420050
update_basis,68402465790000,68398827780000,,,,,,,,,,,
update_svi,,,340000,37510000,252000000,true,4730000,false,70360000,35000000,,,
mint,,,,,,,,,,,71338200313048,false,103007194662
update_basis,67760759990000,67748875800000,,,,,,,,,,,
update_svi,,,370000,38430000,241770000,true,5340000,false,71180000,35000000,,,
mint,,,,,,,,,,,57631946238436,false,476697678106
update_basis,68670613130000,68700523520000,,,,,,,,,,,
update_svi,,,370000,38680000,244030000,true,4730000,false,69120000,35000000,,,
mint,,,,,,,,,,,66482299070810,true,111433011112
update_basis,69447243050000,69437598920000,,,,,,,,,,,
update_svi,,,630000,35790000,299320000,true,1950000,true,67310000,35000000,,,
mint,,,,,,,,,,,67582309284657,false,151234414914
update_basis,68519263380000,68528561840000,,,,,,,,,,,
update_svi,,,400000,38150000,239530000,true,3650000,false,69870000,35000000,,,
mint,,,,,,,,,,,68378052530768,false,240418438366
update_basis,69521954880000,69506204240000,,,,,,,,,,,
update_svi,,,770000,33890000,326210000,true,2350000,true,70050000,35000000,,,
mint,,,,,,,,,,,59020803598043,false,1632395613404
update_basis,69467701990000,69481174440000,,,,,,,,,,,
update_svi,,,900000,37550000,330630000,true,5420000,true,58490000,35000000,,,
mint,,,,,,,,,,,66991232838863,true,245764708205
update_basis,69467701990000,69481174440000,,,,,,,,,,,
update_svi,,,900000,37550000,330630000,true,5420000,true,58490000,35000000,,,
mint,,,,,,,,,,,78316054738069,true,1055372020563
update_basis,69293901590000,69292146040000,,,,,,,,,,,
update_svi,,,440000,38000000,209340000,true,5920000,false,68920000,35000000,,,
mint,,,,,,,,,,,70991624688225,true,251558560350
update_basis,69405110590000,69272104220000,,,,,,,,,,,
update_svi,,,330000,37000000,242990000,true,4680000,false,72170000,35000000,,,
mint,,,,,,,,,,,63605142177311,false,783625287702
update_basis,69885326880000,69865379340000,,,,,,,,,,,
update_svi,,,740000,34720000,315950000,true,2590000,true,65540000,35000000,,,
mint,,,,,,,,,,,72102209334889,true,565961838126
update_basis,69185770250000,69171501760000,,,,,,,,,,,
update_svi,,,420000,36770000,219270000,true,7440000,false,69280000,35000000,,,
mint,,,,,,,,,,,64162323504022,false,668450442166
update_basis,69203864630000,69191007070000,,,,,,,,,,,
update_svi,,,440000,35420000,207170000,true,8640000,false,62490000,35000000,,,
mint,,,,,,,,,,,69763169804381,false,19986450080
update_basis,69839531570000,69831383930000,,,,,,,,,,,
update_svi,,,580000,35590000,294380000,true,1000000,true,67600000,35000000,,,
mint,,,,,,,,,,,65070968100922,true,43034218422
update_basis,69651850270000,69431571860000,,,,,,,,,,,
update_svi,,,520000,36400000,275370000,true,470000,false,67680000,35000000,,,
mint,,,,,,,,,,,62775975201073,true,12786982836
update_basis,69439968330000,69429405310000,,,,,,,,,,,
update_svi,,,600000,35280000,277560000,true,3000000,false,67420000,35000000,,,
mint,,,,,,,,,,,69010372285762,false,224704027303
update_basis,69375105070000,69360745010000,,,,,,,,,,,
update_svi,,,360000,35680000,230490000,true,6130000,false,63860000,35000000,,,
mint,,,,,,,,,,,66238408972276,false,543176763839
update_basis,68923230930000,68819891070000,,,,,,,,,,,
update_svi,,,320000,36750000,225450000,true,4290000,false,67580000,35000000,,,
mint,,,,,,,,,,,62165823741137,false,1122353240467
update_basis,69439968330000,69429405310000,,,,,,,,,,,
update_svi,,,460000,35510000,268200000,true,2890000,false,72010000,35000000,,,
mint,,,,,,,,,,,69788334842967,true,165034768818
update_basis,69302030240000,69295509460000,,,,,,,,,,,
update_svi,,,360000,36760000,246500000,true,6060000,false,70360000,35000000,,,
mint,,,,,,,,,,,66653431124657,true,147699611962
update_basis,69430641640000,69420385810000,,,,,,,,,,,
update_svi,,,450000,35950000,220290000,true,9180000,false,68180000,35000000,,,
mint,,,,,,,,,,,72445262849753,false,147910139476
update_basis,69453859730000,69399416690000,,,,,,,,,,,
update_svi,,,580000,35050000,256590000,true,5870000,false,66830000,35000000,,,
mint,,,,,,,,,,,57547870069654,true,97003152005
update_basis,69308000970000,69300462510000,,,,,,,,,,,
update_svi,,,410000,36010000,226240000,true,7740000,false,69250000,35000000,,,
mint,,,,,,,,,,,65141021756951,true,25447415002
update_basis,69129870300000,68855455380000,,,,,,,,,,,
update_svi,,,500000,38220000,277240000,true,2760000,false,65720000,35000000,,,
mint,,,,,,,,,,,75366844264489,true,1448734086970
update_basis,68862083010000,68855455380000,,,,,,,,,,,
update_svi,,,540000,36800000,210860000,true,11400000,false,65960000,35000000,,,
mint,,,,,,,,,,,75353390866698,true,1764200190933
update_basis,68964119740000,68965976490000,,,,,,,,,,,
update_svi,,,460000,36670000,215770000,true,8780000,false,67090000,35000000,,,
mint,,,,,,,,,,,72486685182545,false,162344887947
update_basis,69184796160000,69198301820000,,,,,,,,,,,
update_svi,,,580000,35560000,189550000,true,12860000,false,63620000,35000000,,,
mint,,,,,,,,,,,66076338144021,true,51185132402
update_basis,69184796160000,69204998420000,,,,,,,,,,,
update_svi,,,580000,35560000,189550000,true,12860000,false,63620000,35000000,,,
mint,,,,,,,,,,,58627945571818,true,97099058537
update_basis,68917576020000,68921547210000,,,,,,,,,,,
update_svi,,,540000,35620000,213090000,true,10790000,false,66050000,35000000,,,
mint,,,,,,,,,,,71971089588131,false,50446215729
update_basis,69022190600000,69020668170000,,,,,,,,,,,
update_svi,,,530000,35620000,198760000,true,11560000,false,64120000,35000000,,,
mint,,,,,,,,,,,68642599105066,true,165797029066
update_basis,69382209940000,69345183460000,,,,,,,,,,,
update_svi,,,350000,35690000,225780000,true,5780000,false,64880000,35000000,,,
mint,,,,,,,,,,,66918357342071,false,568766509653
update_basis,69191764300000,69193919070000,,,,,,,,,,,
update_svi,,,530000,35860000,199210000,true,11190000,false,64160000,35000000,,,
mint,,,,,,,,,,,64207348693906,false,880582512550
update_basis,69196797270000,69195566910000,,,,,,,,,,,
update_svi,,,340000,35750000,243780000,true,5690000,false,69430000,35000000,,,
mint,,,,,,,,,,,66668101803028,false,132442851980
update_basis,69328169950000,69314476750000,,,,,,,,,,,
update_svi,,,360000,35680000,225300000,true,6100000,false,64130000,35000000,,,
mint,,,,,,,,,,,67491039376792,false,434330686502
update_basis,69065641960000,69065369200000,,,,,,,,,,,
update_svi,,,590000,35480000,192740000,true,13270000,false,61770000,35000000,,,
mint,,,,,,,,,,,69597899216768,false,331550012759
update_basis,69065641960000,69065369200000,,,,,,,,,,,
update_svi,,,590000,35480000,192740000,true,13270000,false,61770000,35000000,,,
mint,,,,,,,,,,,65479094370798,true,204853191637
update_basis,68923230930000,68914928780000,,,,,,,,,,,
update_svi,,,320000,36750000,225450000,true,4290000,false,67580000,35000000,,,
mint,,,,,,,,,,,68091404817339,true,76846426869
update_basis,69050500310000,69063342610000,,,,,,,,,,,
update_svi,,,620000,35420000,177730000,true,13860000,false,59660000,35000000,,,
mint,,,,,,,,,,,60709633060445,false,1530452565298
update_basis,69050500310000,69063342610000,,,,,,,,,,,
update_svi,,,620000,35420000,177730000,true,13860000,false,59660000,35000000,,,
mint,,,,,,,,,,,61327152326694,true,26747302924
update_basis,68911721730000,68793356680000,,,,,,,,,,,
update_svi,,,670000,35380000,168160000,true,15560000,false,59040000,35000000,,,
mint,,,,,,,,,,,66838218598214,false,107482297377
update_basis,68786568280000,68793356680000,,,,,,,,,,,
update_svi,,,670000,35380000,168160000,true,15560000,false,59040000,35000000,,,
mint,,,,,,,,,,,68835993541126,true,346662187821
update_basis,68756873560000,68756625290000,,,,,,,,,,,
update_svi,,,550000,33420000,220770000,true,10620000,false,66330000,35000000,,,
mint,,,,,,,,,,,58276958287203,true,91463211952
update_basis,68756873560000,68756625290000,,,,,,,,,,,
update_svi,,,550000,33420000,220770000,true,10620000,false,66330000,35000000,,,
